"length","RandomCode (deletions)","RandomCode (seconds)","GreedyCode (deletions)","GreedyCode (seconds)","LinSpaceCode (deletions)","LinSpaceCode (seconds)","LogSpaceCode (deletions)","LogSpaceCode (seconds)","RepetitionCode (deletions)","RepetitionCode (seconds)","VTRepetitionCode (deletions)","VTRepetitionCode (seconds)","VTRepetitionNaryCode (deletions)","VTRepetitionNaryCode (seconds)","RandomGreedyCode (deletions)","RandomGreedyCode (seconds)"
50,6,0.012611150741577148,18,0.6296103795369467,16,0.0,19,0.000333865483601888,4,0.0010001659393310547,19,0.00034308433532714844
